process,sigma,run,time,spot,forward,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,demand
rw,5,1,11,276.98242077003005,275.1728136460491,276.98242077003005,-6.951265392186934,31.3445548908625,28.621970323218605,54.13434903223701,68.91916912827259,54.28189169812782,101.2664404821189,83.72426158065853,127.28280859947688,1.25
rw,5,1,12,267.5137771072621,272.23661042853837,267.5137771072621,-6.985946303553853,30.07555440469077,34.82741692605979,68.76795812558066,62.050385257535304,75.3537364465767,83.14433871522353,83.71336132226828,102.50449005295815,1.4330127018922192
rw,5,1,13,252.7745136483776,253.79820419862403,252.7745136483776,3.6294340734905117,30.58605659129299,31.347615971084842,42.26210800896427,57.79219996376785,72.33033091498278,91.34406012141619,84.21056907808712,91.41188917749494,1.5
rw,5,1,14,256.74676259589825,253.50948386305188,256.74676259589825,-28.699203669866968,25.3619412968672,53.49713308058052,37.55345296688583,60.22120719678472,76.89431769611409,78.56422889140437,127.38146370409514,102.44595006064567,1.4330127018922196
rw,5,1,15,222.73604035740075,224.7804497142179,222.73604035740075,-25.873767487695492,30.147061045553656,47.053118055595604,32.212797510957216,64.17098046434005,74.04836101470946,103.04187544719156,96.87483814016797,110.86596058072776,1.25
rw,5,1,16,199.23023502288117,203.4582118017421,199.23023502288117,-8.43431293861459,32.987989747472696,39.93621886946706,64.96044311489183,53.52288383628766,104.37420195875252,69.17772316705168,97.74074964943925,100.97720140651408,1.0000000000000002
rw,5,1,17,186.19880091309756,188.12123884808807,186.19880091309756,-15.192466805016357,38.70686164677025,51.83955311112021,56.54365656354058,50.66034329517225,61.07164022048158,108.81504692657305,108.54510217257317,100.81183382407765,0.7500000000000004
rw,5,1,18,178.7560061331689,176.04004106364263,178.7560061331689,4.713709988929108,35.75562495651124,40.61894646118095,49.44415329089545,62.350143061172176,62.566042629974554,79.3574727896905,94.29820486247725,85.96016624386489,0.5669872981077806
rw,5,1,19,179.55344966041685,178.68399067815434,179.55344966041685,-13.620361132818163,42.91909474506934,33.10972638937389,52.799686263198204,48.259526668619614,61.2760326300533,57.10759836611123,85.33724137522735,86.74198164898104,0.5
rw,5,1,20,164.3227809465703,166.40460457903592,164.3227809465703,-21.184555520029374,25.395914622671704,52.18499261815726,38.74510952701623,64.89903306857366,62.22332033175643,82.04967063857262,86.46570271647039,71.94789456400613,0.5669872981077804
rw,5,1,21,147.20581151338928,146.16408093369267,147.20581151338928,21.98473153382331,35.233923820324065,44.31128034947727,74.45751979616827,39.56899674914592,61.07658021770875,69.1031734804019,88.71117733054685,134.9915348637388,0.7499999999999993
rw,5,1,22,163.03622146504281,163.75980789082018,163.03622146504281,-3.3866445072980347,31.10005203443011,31.70203076538835,51.292211819752275,72.34986764790773,86.64623143550573,93.45029678381958,89.32999974282285,75.1227352921743,0.9999999999999998
rw,5,1,23,160.78687663076542,162.03238653059273,160.78687663076542,1.0129230703188576,43.13881759930604,38.47729057533113,51.09394794604893,65.67116978895652,89.88705947185797,69.55801633116175,103.09733178546564,86.14189604408185,1.2500000000000002
rw,5,1,24,168.33551347249642,166.77516030363242,168.33551347249642,-21.371222793201852,25.150210287869093,32.995053972921944,57.25766623898692,63.07235681176651,62.00955188750733,72.86106506856352,90.93502594453139,85.63185468861604,1.4330127018922194
rw,5,1,25,138.92687450648842,138.8441777897729,138.92687450648842,-8.16574086787774,24.961668946915346,28.93760215228531,54.810092317367136,71.79229180734617,58.3470219765408,49.767348304871504,103.18752138988043,117.89848753888883,1.5
rw,5,1,26,131.6843029312722,127.41606262836326,131.6843029312722,1.6638388456479913,26.403644127335866,47.40942038025313,52.23884024279131,79.98569333355093,76.59981778940966,72.76309889201477,88.54710155804551,94.10100643415944,1.4330127018922196
rw,5,1,27,134.64755574816235,133.26824282771946,134.64755574816235,-17.264903661334543,17.25662565414116,55.275333123761044,42.09525544554688,72.17244078021757,62.2688773800664,41.21793077393669,91.41543342568963,124.95484145347467,1.25
rw,5,1,28,121.29176644571436,120.9854220734103,121.29176644571436,5.63547027518508,26.845469869915433,28.81145940944687,54.714683571359956,37.909509224020255,78.86104544857716,54.65755482422843,54.03238767842206,86.53018751512263,1.000000000000001
rw,5,1,29,120.74248316650903,119.23587876807059,120.74248316650903,-9.009580348782075,25.445204030677814,44.50375389352457,68.82024496475034,44.645076399171586,72.84092229191819,92.16663449830875,106.49389814464467,105.57988324447604,0.7500000000000006
rw,5,1,30,105.13061975230556,106.84678387303558,105.13061975230556,-4.375406246899152,30.902362718857248,34.79485944702539,63.454200461549775,52.50217706765186,48.779582390038755,92.57280253841331,96.23679256616387,83.29305893480486,0.5669872981077811
rw,5,1,31,103.36492133349091,101.8866568232042,103.36492133349091,-9.025599183440955,32.050535854662954,36.10299692988243,65.93186626639397,60.313092602530006,91.66507281862087,86.80732098855944,107.96418197747374,142.90298255546776,0.5
rw,5,1,32,95.82424551621588,95.4025762069028,95.82424551621588,27.784172767634068,41.257025035295314,35.26084860608905,44.88784323568815,66.21190824562947,95.14228742333731,64.52838170993259,37.86740319251359,76.24803161940974,0.5669872981077808
rw,5,1,33,124.86088253557932,125.02412637421085,124.86088253557932,-0.20245837106900882,35.7025430291163,33.08807384256147,40.10395179741419,51.291074242158416,61.42095833321859,79.23661830172833,127.59074468605309,106.19641420454055,0.75
rw,5,1,34,126.39066521199518,128.21230010956864,126.39066521199518,-15.865663934338505,26.538578066025583,40.388173023558615,48.74213079900352,62.24120117372494,64.57217816089621,79.9423593745509,87.48738669320687,112.67553761864197,0.9999999999999997
rw,5,1,35,107.12487766976423,105.5867120968068,107.12487766976423,12.338173681547836,24.609511971909853,33.3523990687117,50.557249122886944,50.93540481176013,74.00211547014867,61.466164972919316,109.94729070127529,108.27598194902997,1.2499999999999993
rw,5,1,36,120.62431983711708,122.02737820174589,120.62431983711708,-18.312654749565333,32.95151502903904,42.16365460623871,60.94191518470949,52.66178636409662,74.68239505981835,104.05437282827441,71.28169331174044,96.29424682244583,1.4330127018922187
rw,5,1,37,103.77702745404515,103.78764702058884,103.77702745404515,3.132953925071331,22.078600757876146,39.5980951244069,33.07535370285181,43.120066837821334,79.21961981741963,94.03779664921075,101.02993029112625,97.40358600533148,1.5
rw,5,1,38,103.33822428898465,102.32395067774893,103.33822428898465,-29.395051858196634,40.98875259512612,38.08841562506872,65.29550319460614,48.92120104666915,98.14286354272889,76.46457321872538,71.03851986287418,100.87622943958219,1.4330127018922192
rw,5,1,39,83.27204498651179,83.65684799948453,83.27204498651179,-19.922790733476457,37.076640724327724,32.739490703667215,48.419921014210104,43.779784732604,67.52273881508331,80.43017342391249,78.77215870747551,97.05995996743023,1.2500000000000018
rw,5,1,40,65.71841885759426,65.84923774210789,65.71841885759426,2.952918538036853,27.18494608737177,35.38582935545334,45.7311893005258,48.28952096427201,58.82383857646165,83.33412492716084,124.45256436960216,119.27758233589819,1.0000000000000004
rw,5,1,41,62.71481990961787,62.338394976040604,62.71481990961787,11.076998699931156,19.721192825454736,46.043129806606046,39.87895624739832,72.64370155929407,50.689530807796615,47.33224210521135,86.56771678625977,144.21046003182704,0.7500000000000007
rw,5,1,42,77.07458665271817,77.1283863211992,77.07458665271817,2.5705242178495573,38.123234244992474,44.00733750099505,33.451433281342304,48.607213334016684,59.76697944081313,76.04516187967045,93.91379171723501,88.85016429984333,0.5669872981077813
rw,5,1,43,74.77170251943112,74.48359698301871,74.77170251943112,-1.734724235823608,29.31276092848429,32.17955804161159,58.231705839619146,91.5885847780487,69.53622237976684,69.08825203203523,105.66121915239758,72.60394040841845,0.5
rw,5,1,44,76.97240130231977,77.05977832885429,76.97240130231977,-4.516555433839332,37.42689787184077,40.7946584434338,50.73317967188404,65.91981481057067,95.12381008924902,63.97407984168135,98.92227398350688,98.23435903297491,0.5669872981077799
rw,5,1,45,78.24882376351746,78.76693322810763,78.24882376351746,-22.177829855511412,20.433434047233796,46.01109698697431,37.10039100258946,62.218033484338484,62.7534418134936,75.50239531382472,92.70754029258437,151.59418675308638,0.7499999999999998
rw,5,1,46,51.9675823162475,52.79179691072736,51.9675823162475,-10.79766312592063,26.403749862277362,26.644757751029026,37.04921227936384,49.699706637825436,73.13303132294457,108.76298442959236,96.56929804439206,83.92650864060539,0.9999999999999996
rw,5,1,47,45.986799836548485,45.41756810075721,45.986799836548485,-6.909581564396812,30.0314621983091,44.34688153903948,46.64215300709872,68.40371855290789,69.77007945498147,90.25348578027216,133.26148053428895,132.78233610888134,1.2499999999999993
rw,5,1,48,41.14112290683417,42.018676789145296,41.14112290683417,15.856833393283736,30.28188356258845,34.69900992843323,66.69021525289392,53.092346085146715,86.63750582827318,70.86113616347525,88.96286165339546,133.55401628152882,1.4330127018922196
rw,5,1,49,61.108257100090356,59.91537026873865,61.108257100090356,5.154274343526922,27.29960717112454,44.56478934874527,47.40408648636395,61.464117775744334,105.3770539622307,89.16132450169854,93.61978284086942,88.9282351658401,1.5
rw,5,1,50,75.74649635688701,75.63152446540558,75.74649635688701,-26.44560233044101,33.737099594084995,33.89392674765986,34.96857046881894,90.72101445922553,62.567837179115514,102.38968698537603,108.91177912813701,111.37966158370551,1.4330127018922192
rw,5,1,51,48.07395344643165,48.356780786394395,48.07395344643165,4.861259540921925,23.594277423704433,25.560943194683848,47.54256935914056,58.8472812033042,63.14784780474489,94.7941389266043,109.8994667932437,132.56793246257075,1.2500000000000002
rw,5,1,52,49.16653216556613,49.3046861225987,49.16653216556613,-5.776234206244748,29.145723089872238,26.9796604969347,47.27276430252329,73.7912799154281,84.618252278967,80.95408591872278,111.36654550008684,92.41744518025025,1.0000000000000004
rw,5,1,53,38.94272581119377,38.70022964456241,38.94272581119377,-10.15383000458938,30.721773790271392,40.38467957329106,23.031133570584284,51.56188289848935,79.54648085476836,69.64901155671082,101.49714399652532,95.92839279795277,0.7499999999999992
rw,5,1,54,24.709844381777195,24.65841769759006,24.709844381777195,9.175144332613018,33.08663300435249,42.07778001377186,49.45705133482188,59.58013811403646,95.85390256030448,91.17157301781744,69.4259115708513,88.36638172102712,0.5669872981077813
rw,5,1,55,33.49948016731969,33.334327416988955,33.49948016731969,15.464992837439265,34.26968926853334,32.76546699916473,47.69065469791322,81.24960762762612,78.1749945945635,86.295766166748,119.40176758141973,79.70486538614267,0.5
rw,5,1,56,50.67023287884218,50.37160038399272,50.67023287884218,13.969201786742978,23.252147448972785,45.108739670218995,56.96206364813418,52.47639530654679,64.96991072898116,94.32309152044371,69.36578292566361,87.01444909867986,0.5669872981077807
rw,5,1,57,66.02288866223525,66.58382050882345,66.02288866223525,-12.588262848339578,20.795314975586265,26.70783950184832,68.48956094945345,81.74938269596315,78.26916762969233,90.16274882691151,95.44743837430259,75.52119466475487,0.7499999999999998
rw,5,1,58,57.570542059075784,57.776077809580705,57.570542059075784,-4.638185637768219,37.66606093139106,39.47136161082147,61.26565029547757,68.4930232254657,85.52185012816071,96.79284344510936,76.42303469965155,100.68166936518452,0.9999999999999976
rw,5,1,59,52.9973658806971,52.630142047274354,52.9973658806971,4.968951471053459,31.99388407187755,30.311870401900347,47.31111309445169,53.25039868926879,81.4867505367631,71.43623661503091,88.84550976132613,84.60053537882716,1.2499999999999991
rw,5,1,60,65.23398773753715,65.82083260996417,65.23398773753715,14.633176906835388,25.50908078066068,34.785311137582724,38.934740912583294,67.58889286866625,77.10183643550216,101.07830505014921,95.91772338546265,104.67571823581495,1.4330127018922187
rw,5,1,61,78.54388047818276,78.78524544657012,78.54388047818276,-7.18761356767935,39.306911853135134,40.379189370531314,75.7335980324986,71.67065339552076,84.93344565424816,83.1615936750784,95.78442987810492,68.88208707592746,1.5
rw,5,1,62,84.9571127434515,85.64769693020233,84.9571127434515,-2.784884649957257,30.69404780575715,33.11669307772838,50.59218434014488,67.46171954660636,86.37013826623942,113.20417396200425,97.59457357623512,106.61760464428914,1.4330127018922203
rw,5,1,63,85.30056483231927,85.8376417908273,85.30056483231927,-16.595024610090423,37.07578310438296,36.9235556461614,50.13929291912946,41.15730336131452,89.35022587452538,68.97299491056691,119.04680284305564,116.6705792321785,1.2500000000000004
rw,5,1,64,64.41975244014743,63.885715906370265,64.41975244014743,-17.943099361210063,30.405110888460655,48.050342473715524,49.758749128899964,51.27435389010158,79.081938426255,107.775420850644,98.16361742725164,60.12528714857089,0.9999999999999989
rw,5,1,65,41.12219058863181,40.89183187364063,41.12219058863181,12.18788733591297,42.36448754929192,35.38486504381481,51.98084760767855,57.02977637338194,67.66034687556404,83.16657253540237,85.60518056476832,107.48113139695144,0.7500000000000009
rw,5,1,66,55.722440000760706,56.13885023150504,55.722440000760706,20.343600428562343,40.53204505465923,46.685536896521135,48.556395880760576,59.10679885079944,72.05399161006652,69.57731194216882,107.35356902919042,124.55337984946584,0.5669872981077804
rw,5,1,67,74.9487265026938,75.4061912435873,74.9487265026938,-1.0801518237050076,28.50621510912556,30.962345162739055,44.26337993119763,67.44806517060813,86.891125531117,72.25782665513086,111.41046880064353,75.8071796261759,0.5
rw,5,1,68,77.43857714944926,77.42239125248187,77.43857714944926,15.052993468380363,35.82942570572613,44.23843342332226,44.53141058759608,62.132412011199044,58.562900606178694,74.87444306889088,67.90305932753414,133.45144773675406,0.5669872981077806
rw,5,1,69,94.85775874069735,94.96905286689316,94.85775874069735,5.424540375714512,33.87225569751089,51.5325489652632,49.672467297840015,43.97586769547878,75.16142632422061,86.78665514243066,100.75320125729745,108.38038018732091,0.7500000000000011
rw,5,1,70,99.9181545531275,101.19477373837243,99.9181545531275,-9.676796319076864,38.21178934519409,20.226843998981686,44.56575228866235,64.56237421207156,64.49325662741695,88.365367808568,102.62110936159617,85.89976288483183,0.9999999999999992
rw,5,1,71,86.0073896437086,85.49859453429188,86.0073896437086,5.420934082626209,24.210459236519373,33.624837956236185,42.871542173228356,67.32702894340588,70.40242752108745,70.82079993698274,84.64385693952015,98.88461844684588,1.2499999999999976
rw,5,1,72,83.85408760290548,84.312851120185,83.85408760290548,23.070548496989538,34.11630875999064,44.61657701744432,51.064302276918966,66.71748537517247,87.89832607650219,79.61032652382427,114.76272263960915,111.16653825043444,1.4330127018922187
rw,5,1,73,104.69206133955991,104.48038168384974,104.69206133955991,-0.5373905866492731,36.350546921097525,38.37563691165606,47.450227825791444,72.96936870665546,72.67538695227864,114.27632573778982,87.29899943341452,101.52010782824823,1.5
rw,5,1,74,108.43666472452801,108.20061848801619,108.43666472452801,23.469654837210093,19.447563081461315,42.96916698697047,65.0399298858269,70.00706585458684,70.65011167418608,107.64069072161138,92.26037616248776,110.77511984892739,1.4330127018922203
rw,5,1,75,132.97678828238912,134.43790645055202,132.97678828238912,-39.296176561346165,22.90044892400535,35.16811850627344,23.490301916069882,65.51016095074124,50.96201402628113,86.98117871478452,86.88470716289035,81.58652813841267,1.2500000000000004
rw,5,1,76,87.45191782748303,88.17376025473465,87.45191782748303,12.328537565628357,17.764606933439396,40.6927182997832,60.91506851922462,59.15801146249623,80.4475499243811,80.6080556506912,90.28042285646642,103.38721648072156,1.0000000000000027
rw,5,1,77,100.64636002236729,101.46512785943314,100.64636002236729,1.3057060235725684,28.383558993332652,38.75458211686336,62.46085192497629,40.0684687978081,79.03677853597506,81.92050122749218,70.26704843588637,71.7257100619004,0.7500000000000009
rw,5,1,78,103.87865294458405,105.234766743933,103.87865294458405,-4.485110256988012,34.30525353477577,49.342256493278455,29.266097675918505,65.15541862959103,100.28556612627645,89.81628756368667,64.0790841133027,97.775478773026,0.5669872981077805
rw,5,1,79,94.97425550659037,94.99420374880886,94.97425550659037,1.3764116480325344,39.01414231257617,42.03536674640971,46.573124059196516,62.49225224595733,65.69110471065798,63.635318956825515,118.70109113804949,81.92184717070421,0.5
rw,5,1,80,97.11929268435054,97.78160058651213,97.11929268435054,-29.813533719013392,30.44456868251865,42.70082129660162,46.28559134004209,63.258946046344484,73.06810458729514,75.88197540122648,74.7546957302701,85.28940114820466,0.5669872981077788
rw,5,1,81,67.59680255756714,67.38707215071089,67.59680255756714,-3.295078317562679,39.77169327342775,36.70498427102026,35.924883052821784,44.679017090156286,73.49137157195058,53.30265481795857,72.15493770978647,124.72186350420876,0.7500000000000011
rw,5,1,82,58.58687275085134,58.77679167928482,58.58687275085134,5.356688572676196,21.71939125071065,36.09915020742005,42.22183312409125,47.02732151510085,92.08434591668865,86.38756996168446,51.23897795513314,121.82620241188538,0.9999999999999991
rw,5,1,83,65.73249812526896,65.64695184449656,65.73249812526896,22.168410671122743,19.77970536386907,36.539534497443036,38.894241545341714,72.63783423999485,68.66586254658267,90.35513503524386,78.49868854158896,112.18276241814354,1.2500000000000004
rw,5,1,84,90.70483142823288,90.79281145477171,90.70483142823288,-7.774053274104711,29.666713806620287,43.155617139026376,67.52270443423623,59.52533815372014,73.90630136078475,72.26901660321002,66.18438371866503,78.15374470654842,1.4330127018922185
rw,5,1,85,88.34603437000455,88.87183200025254,88.34603437000455,-12.127404043397814,32.30439269363585,36.6321241534379,59.35678393147461,68.1780083684715,78.51055113603155,105.18378821264052,119.55627288245464,93.67183100610396,1.5
rw,5,1,86,81.48764058678124,80.82089185722124,81.48764058678124,-7.526355653768048,29.80383151143544,42.3181988551713,62.71555094994159,60.339820513565535,72.61252772418901,60.387749391962544,108.17670760816742,124.26195399958367,1.4330127018922203
rw,5,1,87,67.07293809322773,68.47636371531881,67.07293809322773,13.731031765531112,17.59534739976074,56.60320638916351,57.21672064043235,60.35707367394894,63.7499293962926,56.57000191664288,77.61329378680097,102.83433827279809,1.2500000000000004
rw,5,1,88,76.11484465918323,75.34911609201035,76.11484465918323,4.931266644895267,29.46527976292327,46.96899762745354,38.70948228782771,71.25940567171197,72.71725990057631,83.59122909695955,130.54384449619755,146.3865907996339,0.9999999999999991
rw,5,1,89,83.62128764012179,82.60596748772896,83.62128764012179,-7.9464030565055825,22.17318299697088,37.39181174265727,44.75479733720226,53.80746326139151,85.03084449803681,96.75357284179447,107.6717787658487,107.86635678788744,0.7500000000000011
rw,5,1,90,78.24381433817724,79.14996445986888,78.24381433817724,7.699011496700342,34.01803529298023,49.609711377311555,54.89374561227918,61.1534493232918,55.628785808245155,106.9428430633259,84.1530350968448,103.84098232980062,0.5669872981077824
rw,5,1,91,88.51806426640782,89.2188287586231,88.51806426640782,1.4561632402206057,32.19958947658109,36.73539701582759,37.778721911080545,54.45269653553949,71.86157543805626,72.65785179409696,45.01069713227568,93.81767071594997,0.5
rw,5,1,92,109.23788495990203,109.91966024766542,109.23788495990203,14.529674857993339,24.36072128203587,23.69500371857717,57.12998430172388,54.78604527081221,60.198308590851575,97.25889333490073,131.23696630663335,102.67081809564564,0.5669872981077805
rw,5,1,93,126.62201237136121,127.41763609983671,126.62201237136121,-10.530796408160285,26.91679849597984,31.935309512660766,47.59674601841865,56.28993451837633,86.7306528049478,79.38386448798869,64.98769559825527,96.95060327238912,0.7500000000000009
rw,5,1,94,121.76904416410392,121.75413138586728,121.76904416410392,-4.914932198966524,23.64471886866629,25.033664631793155,46.251791924504026,62.665605259604554,48.675383333027156,77.23796320094688,60.38282255477595,114.1621735337718,0.999999999999999
rw,5,1,95,121.6241207826034,120.53284304210028,121.6241207826034,-5.881622296982364,29.62392541636097,37.18789212766953,57.10959968203491,54.25501654003827,62.175094138197764,94.13855899978675,108.40626777617352,119.13404633589168,1.2499999999999973
rw,5,1,96,118.99945474215004,119.08966175307026,118.99945474215004,-21.95272422198178,35.73085392300743,40.14734703351641,54.4426331148604,75.06907350688225,75.28096625090329,90.43716605461472,133.9155433141069,84.28021078984101,1.4330127018922185
rw,5,1,97,95.47038429696653,94.823895408674,95.47038429696653,4.441804155968641,24.085643721986738,53.41149849820226,46.3903383418092,49.26471237336595,91.91733640928076,54.77772548825201,114.91691073318933,73.37534092884444,1.5
rw,5,1,98,103.7070345554015,104.7183023142936,103.7070345554015,3.91582908269834,33.02427909310707,42.6154189901133,61.59329803364248,57.75754027006369,69.07949634497817,103.62464559561434,100.15036416094247,63.27589253793407,1.4330127018922187
rw,5,1,99,103.75873756541199,103.60615268286863,103.75873756541199,0.07670184963691334,26.818454289765356,38.247195769529085,39.189366724001026,54.7232273007099,62.22720662629522,102.08146166635922,100.70557814997515,110.15982653825087,1.2500000000000007
rw,5,1,100,102.65134638134887,101.80396239450107,102.65134638134887,-3.518807000627204,25.242763006425935,46.635244649467914,56.15935606944264,77.3637346122448,96.33619897216826,69.99099677584753,105.36148005804554,77.93266787652253,1.0000000000000029
rw,5,1,101,96.70572164157615,96.39492314415176,96.70572164157615,-21.230561130756215,29.357817840272652,22.31091752793692,55.93101257968384,62.358657318138896,49.727805394172584,86.33285653499854,103.66071461616177,56.94218814095034,0.7500000000000011
rw,5,1,102,75.88453120775155,76.19788230603795,75.88453120775155,-6.309679841480386,23.788546065483757,41.884916464868525,46.904535606860094,72.38213447362362,39.21671660731885,87.90448298052382,95.06144563144876,107.77157209061929,0.5669872981077806
rw,5,1,103,81.14814419963871,80.69069218664058,81.14814419963871,-5.140717747901542,26.678104167916906,46.16692155109573,53.26133022242118,42.173275523556335,76.16020230074665,84.17078025318251,91.87561987113376,149.8599903486558,0.5
rw,5,1,104,66.67110048877842,66.1229171026111,66.67110048877842,-12.034159038324283,22.81273264446691,28.171310033761266,37.488864236146966,63.20460319043111,62.97124085906344,71.19511753847328,88.8733236978086,99.87858176920213,0.5669872981077804
rw,5,1,105,58.0682424023267,58.209747282999295,58.0682424023267,-2.419285674990137,41.78835079749834,49.15003234565543,59.24027019206901,70.67556954748125,55.702740560170014,69.25402611299117,76.42863740039982,116.76981548903284,0.7499999999999978
rw,5,1,106,47.58537737138831,47.701945638684144,47.58537737138831,6.060762852218076,30.211581311830372,42.707971259955315,48.15097863557011,60.98740787130509,79.91699026219095,79.59113486413688,84.94784861639806,101.6365871709513,0.9999999999999989
rw,5,1,107,51.28648089465922,51.02648757987573,51.28648089465922,28.292788518157952,25.801646952044486,36.67769668879359,44.772769794809605,72.78576450078421,73.41320999279678,98.76366430814983,59.526777344483065,98.02220693617714,1.2499999999999973
rw,5,1,108,85.024022397654,84.62352668318354,85.024022397654,2.6186671924775844,31.28387946440533,45.06225492885028,60.49009225836889,53.79253859879553,62.102899169685806,88.69760247351091,88.2298867176945,118.38152965975537,1.4330127018922203
rw,5,1,109,87.9640896856089,88.16821030062157,87.9640896856089,3.8632558608414653,29.326031701855023,58.16554286243517,42.95656309457241,76.91216928222696,52.07573841860748,74.0701706866223,72.20536007128348,94.19450911622697,1.5
rw,5,1,110,86.43862165680383,85.18691751158553,86.43862165680383,-1.1166887364925082,28.67418240280066,41.454930040467964,35.91538703636441,87.586777483431,82.21440259592202,92.34717937037351,70.13539229011613,105.34784628143805,1.4330127018922205
rw,5,1,111,81.74541437401149,80.59487727948327,81.74541437401149,-28.78156822948562,33.68500020026055,41.98576469040269,34.433708264760966,55.64593727472409,79.10281649142125,34.42331806991879,93.23809472076262,106.43395612392027,1.2500000000000007
rw,5,1,112,56.361834889199244,55.95690654344595,56.361834889199244,-0.39770813173825315,34.54504626028383,36.325112803678046,56.06009951345639,54.653969743190736,68.61153790708865,98.38025120595366,115.05604115420279,86.63819092713902,1.0000000000000029
rw,5,1,113,52.31229359887531,52.20063449819337,52.31229359887531,0.9034531491153965,26.816993114336835,33.20124504428166,37.19570647503717,77.44061372541242,95.85291794466733,52.1645795395504,106.52969890804164,119.84084699073045,0.7499999999999982
rw,5,1,114,54.298039695900584,54.46685640928655,54.298039695900584,36.94863168727929,26.54509055613192,46.64268653235396,67.54794181984364,78.95486574876855,55.018813271433864,74.20094493754989,61.73098913478282,96.50080486609183,0.5669872981077807
rw,5,1,115,91.47453058269895,92.82410575657622,91.47453058269895,-2.885414471716838,28.349689817090137,33.15132939272906,29.18070592116278,53.72567967416078,48.64264760705366,62.0852816859817,72.18669354173392,84.88509681014311,0.5
rw,5,1,116,85.33111437295302,86.06296488695818,85.33111437295302,4.523210135004187,16.188473011586492,40.57252989775514,66.96456368290038,54.95775819484972,60.313287021662575,59.285096388465504,106.93388138378788,110.73019687140807,0.5669872981077804
rw,5,1,117,100.57404495458384,100.41318830555872,100.57404495458384,-0.5206765455786497,20.908853626808686,36.17874042587907,52.11017467202618,56.61858469367391,69.36179577102303,98.57322859805632,72.31522691631042,82.03064036417925,0.7499999999999977
rw,5,1,118,103.22296352059524,103.20333442724885,103.22296352059524,-17.53017056429298,38.20124560466715,43.831838605971136,49.032868881296075,43.866593867588676,73.40675229051769,72.51678077900974,85.95660330005356,100.56362314738257,0.9999999999999952
rw,5,1,119,75.56708002301423,74.80949785578416,75.56708002301423,17.142342217725307,39.8698062810077,42.66929684229559,44.550809131910505,48.97617664218962,66.62269519001138,85.54406210769145,99.90093778244193,99.81762006711593,1.2500000000000002
rw,5,2,1,200.0,200.93754851215004,200.0,16.28843348747367,37.781967279366654,46.08044770951682,61.73124637586641,63.3285232554983,72.30665177731123,83.18317034874391,82.55762709978103,94.40479663008331,1.5
rw,5,2,2,210.77239165886525,208.6680707907142,210.77239165886525,7.120473493199292,29.862791626206707,40.659518023476025,53.69642192198094,76.3279031500638,70.71242782598425,86.98781682773615,94.68504911849195,115.80743792103422,1.4330127018922194
rw,5,2,3,216.78659703413567,217.44084142387896,216.78659703413567,-0.37540438117715874,24.004186606230533,28.339588004280557,48.92697855995771,44.29415521057065,72.42678330118571,86.46871607938716,72.652339328209,106.8010258913778,1.25
